"규모별","산업별","항목","단위","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년",
"상용근로자(30인이상)","건설업(45)","정액및초과[천원]","천원","1951.3","1777.20561","1596.30222","1524.11878","1344.02156","1359.5",
"상용근로자(30인이상)","건설업(45)","상여금등특별급여[천원]","천원","360.8","322.07435","282.41036","344.52519","255.14076","171.3",
"상용근로자(30인이상)","건설업(45)","현금급여외 노동비용(계)[천원]","천원","1066.6","1023.81593","1037.20978","1413.79161","835.41709","1078.4",
"상용근로자(30인이상)","건설업(45)","퇴직금등비용[천원]","천원","386","375.32016","402.14226","774.88805","269.33739","570.1",
"상용근로자(30인이상)","건설업(45)","현물지급비용[천원]","천원","3.6","3.62485","1.93729","1.64179","1.52898",".3",
"상용근로자(30인이상)","건설업(45)","법정복리비[천원]","천원","444.4","477.61633","477.29873","482.13789","420.27319","348.5",
"상용근로자(30인이상)","건설업(45)","법정외복리비[천원]","천원","182.3","125.47058","106.5297","119.03594","104.73221","107.4",
"상용근로자(30인이상)","건설업(45)","모집비[천원]","천원","3.4","3.98107","1.18883","1.28833",".92981",".5",
"상용근로자(30인이상)","건설업(45)","교육훈련비[천원]","천원","33.3","21.509","32.87128","20.6061","26.70472","43.9",
"상용근로자(30인이상)","건설업(45)","기타노동비용[천원]","천원","13.6","16.29395","15.2417","14.19352","11.91078","7.7",
"상용근로자(30인이상)","건설업","노동비용총액[천원]","천원","3378.7","3123.09589","2915.92236","3282.43558","2434.57941","",
"상용근로자(30인이상)","건설업","현금급여총계[천원]","천원","2312.1","2099.27996","1878.71258","1868.64397","1599.16232","",
"상용근로자(30인이상)","건설업","정액및초과[천원]","천원","1951.3","1777.20561","1596.30222","1524.11878","1344.02156","",
"상용근로자(30인이상)","건설업","상여금등특별급여[천원]","천원","360.8","322.07435","282.41036","344.52519","255.14076","",
"상용근로자(30인이상)","건설업","현금급여외 노동비용(계)[천원]","천원","1066.6","1023.81593","1037.20978","1413.79161","835.41709","",
"상용근로자(30인이상)","건설업","퇴직금등비용[천원]","천원","386","375.32016","402.14226","774.88805","269.33739","",
"상용근로자(30인이상)","건설업","현물지급비용[천원]","천원","3.6","3.62485","1.93729","1.64179","1.52898","",
"상용근로자(30인이상)","건설업","법정복리비[천원]","천원","444.4","477.61633","477.29873","482.13789","420.27319","",
"상용근로자(30인이상)","건설업","법정외복리비[천원]","천원","182.3","125.47058","106.5297","119.03594","104.73221","",
"상용근로자(30인이상)","건설업","모집비[천원]","천원","3.4","3.98107","1.18883","1.28833",".92981","",
"상용근로자(30인이상)","건설업","교육훈련비[천원]","천원","33.3","21.509","32.87128","20.6061","26.70472","",
"상용근로자(30인이상)","건설업","기타노동비용[천원]","천원","13.6","16.29395","15.2417","14.19352","11.91078","",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","노동비용총액[천원]","천원","2836.7","2746.69862","2440.44446","2212.43053","2187.90862","2013.9",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","현금급여총계[천원]","천원","2185.6","2008.34313","1857.20131","1611.69146","1442.33895","1408.7",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","정액및초과[천원]","천원","1694.3","1589.75546","1455.73806","1288.1644","1173.41952","1148.3",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","상여금등특별급여[천원]","천원","491.3","418.58767","401.46324","323.52706","268.91943","260.4",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","현금급여외 노동비용(계)[천원]","천원","651.2","738.35549","583.24315","600.73908","745.56967","605.2",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","퇴직금등비용[천원]","천원","262.7","317.42509","233.61511","226.75309","432.59187","357",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","현물지급비용[천원]","천원",".3",".39335",".31583","2.32079",".58837",".1",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","법정복리비[천원]","천원","165.7","180.16217","161.11906","139.83939","131.54536","102.4",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","법정외복리비[천원]","천원","173.8","177.85407","139.04149","152.57272","128.57146","117.8",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","모집비[천원]","천원","2.3","3.32314","2.54644","7.10461","12.46775","1.4",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","교육훈련비[천원]","천원","39.7","51.76137","39.91473","61.38074","33.88508","22.4",
"상용근로자(30인이상)","도,소매 및 소비자용품 수리업(50-52)","기타노동비용[천원]","천원","6.6","7.43629","6.69049","10.76773","5.9198","4",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","노동비용총액[천원]","천원","3133.2","3271.85039","1829.44103","1851.76208","1996.45189","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","현금급여총계[천원]","천원","2707.6","2502.05124","1490.99298","1514.021","1425.14357","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","정액및초과[천원]","천원","1907","1843.37891","1233.26021","1246.42333","1100.9459","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","상여금등특별급여[천원]","천원","800.6","658.67233","257.73277","267.59767","324.19767","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","현금급여외 노동비용(계)[천원]","천원","425.6","769.79915","338.44804","337.74108","571.30832","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","퇴직금등비용[천원]","천원","117.2","508.6428","115.73407","83.38425","251.35701","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","현물지급비용[천원]","천원",".6",".38103","4.6216",".24842","0","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","법정복리비[천원]","천원","138.6","124.04748","112.35547","117.05365","120.86288","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","법정외복리비[천원]","천원","142","109.74592","87.24344","118.52505","167.23731","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","모집비[천원]","천원","4","8.7576","1.62203","1.87063",".85187","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","교육훈련비[천원]","천원","11.4","12.19587","12.89695","13.52563","21.90587","",
"상용근로자(30인이상)","자동차 판매, 수리 및 차량연료 소매업","기타노동비용[천원]","천원","11.9","6.02845","3.97448","3.13345","9.09338","",
"상용근로자(30인이상)","도매 및 상품 중개업","노동비용총액[천원]","천원","3585","3170.47742","2798.83398","2680.95288","2846.20002","",
"상용근로자(30인이상)","도매 및 상품 중개업","현금급여총계[천원]","천원","2722.7","2207.23967","2067.49547","1841.83525","1768.24392","",
"상용근로자(30인이상)","도매 및 상품 중개업","정액및초과[천원]","천원","2111.3","1746.65434","1579.95495","1433.22035","1495.39069","",
"상용근로자(30인이상)","도매 및 상품 중개업","상여금등특별급여[천원]","천원","611.4","460.58534","487.54052","408.6149","272.85323","",
"상용근로자(30인이상)","도매 및 상품 중개업","현금급여외 노동비용(계)[천원]","천원","862.3","963.23775","731.33852","839.11763","1077.95611","",
"상용근로자(30인이상)","도매 및 상품 중개업","퇴직금등비용[천원]","천원","375.7","448.01288","311.41899","315.84026","680.21139","",
"상용근로자(30인이상)","도매 및 상품 중개업","현물지급비용[천원]","천원",".6",".75668",".1362","4.38024",".87846","",
"상용근로자(30인이상)","도매 및 상품 중개업","법정복리비[천원]","천원","215.9","222.5207","203.78031","190.65178","164.86753","",
"상용근로자(30인이상)","도매 및 상품 중개업","법정외복리비[천원]","천원","196.6","204.49779","147.35881","206.15239","156.71196","",
"상용근로자(30인이상)","도매 및 상품 중개업","모집비[천원]","천원","3.1","2.41856","2.29859","10.69873","23.47016","",
"상용근로자(30인이상)","도매 및 상품 중개업","교육훈련비[천원]","천원","64.3","77.8818","59.30706","93.22528","44.47793","",
"상용근로자(30인이상)","도매 및 상품 중개업","기타노동비용[천원]","천원","6.1","7.14934","7.03854","18.16895","7.33868","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","노동비용총액[천원]","천원","2323.4","2169.01524","2080.20932","1710.27686","1530.9359","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","현금급여총계[천원]","천원","1840.1","1619.63702","1604.39273","1354.88178","1104.37304","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","정액및초과[천원]","천원","1458.6","1318.59689","1313.97879","1132.05479","848.62476","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","상여금등특별급여[천원]","천원","381.5","301.04013","290.41395","222.82699","255.74828","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","현금급여외 노동비용(계)[천원]","천원","483.3","549.37822","475.81658","355.39508","426.56286","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","퇴직금등비용[천원]","천원","175.6","188.3197","175.98352","139.80784","203.36449","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","현물지급비용[천원]","천원",".1",".09509","0",".18014",".38144","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","법정복리비[천원]","천원","122.8","151.51343","127.7522","84.03991","98.45235","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","법정외복리비[천원]","천원","156.5","163.50805","137.2427","94.78912","92.81056","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","모집비[천원]","천원","1.5","3.4606","2.87469","3.53899","2.86639","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","교육훈련비[천원]","천원","20.3","34.65077","25.28723","29.94474","24.77152","",
"상용근로자(30인이상)","소매 및 소비용품 수선업","기타노동비용[천원]","천원","6.6","7.83057","6.67624","3.09433","3.91612","",
"상용근로자(30인이상)","숙박 및 음식점업(55)","노동비용총액[천원]","천원","2220.5","2242.27186","1951.44799","1800.04724","1628.40009","1680.3",
"상용근로자(30인이상)","숙박 및 음식점업(55)","현금급여총계[천원]","천원","1613.8","1542.46667","1348.89565","1253.40092","1054.65384","1185",
"상용근로자(30인이상)","숙박 및 음식점업(55)","정액및초과[천원]","천원","1286.1","1195.60004","1150.67614","1065.43228","927.71548","960.5",
"상용근로자(30인이상)","숙박 및 음식점업(55)","상여금등특별급여[천원]","천원","327.7","346.86663","198.21951","187.96864","126.93837","224.5",
"상용근로자(30인이상)","숙박 및 음식점업(55)","현금급여외 노동비용(계)[천원]","천원","606.8","699.80519","602.55234","546.64632","573.74624","495.3",
"상용근로자(30인이상)","숙박 및 음식점업(55)","퇴직금등비용[천원]","천원","236.2","341.06603","248.84103","224.06845","249.11016","250.3",
"상용근로자(30인이상)","숙박 및 음식점업(55)","현물지급비용[천원]","천원","7.4","8.33729","6.55927","6.46053","9.02505","1.8",
"상용근로자(30인이상)","숙박 및 음식점업(55)","법정복리비[천원]","천원","180.2","168.92136","155.07475","132.06135","127.00373","94.9",
"상용근로자(30인이상)","숙박 및 음식점업(55)","법정외복리비[천원]","천원","163.6","161.98181","169.33527","163.25982","171.16825","133.1",
"상용근로자(30인이상)","숙박 및 음식점업(55)","모집비[천원]","천원",".9","1.02442",".89751",".37318",".72171",".4",
"상용근로자(30인이상)","숙박 및 음식점업(55)","교육훈련비[천원]","천원","12.7","15.07035","15.31557","15.4427","9.93761","7.3",
"상용근로자(30인이상)","숙박 및 음식점업(55)","기타노동비용[천원]","천원","5.8","3.40394","6.52895","4.9803","6.77974","7.5",
"상용근로자(30인이상)","숙박 및 음식점업","노동비용총액[천원]","천원","2220.5","2242.27186","1951.44799","1800.04724","1628.40009","",
"상용근로자(30인이상)","숙박 및 음식점업","현금급여총계[천원]","천원","1613.8","1542.46667","1348.89565","1253.40092","1054.65384","",
"상용근로자(30인이상)","숙박 및 음식점업","정액및초과[천원]","천원","1286.1","1195.60004","1150.67614","1065.43228","927.71548","",
"상용근로자(30인이상)","숙박 및 음식점업","상여금등특별급여[천원]","천원","327.7","346.86663","198.21951","187.96864","126.93837","",
"상용근로자(30인이상)","숙박 및 음식점업","현금급여외 노동비용(계)[천원]","천원","606.8","699.80519","602.55234","546.64632","573.74624","",
"상용근로자(30인이상)","숙박 및 음식점업","퇴직금등비용[천원]","천원","236.2","341.06603","248.84103","224.06845","249.11016","",
"상용근로자(30인이상)","숙박 및 음식점업","현물지급비용[천원]","천원","7.4","8.33729","6.55927","6.46053","9.02505","",
"상용근로자(30인이상)","숙박 및 음식점업","법정복리비[천원]","천원","180.2","168.92136","155.07475","132.06135","127.00373","",
"상용근로자(30인이상)","숙박 및 음식점업","법정외복리비[천원]","천원","163.6","161.98181","169.33527","163.25982","171.16825","",
"상용근로자(30인이상)","숙박 및 음식점업","모집비[천원]","천원",".9","1.02442",".89751",".37318",".72171","",
"상용근로자(30인이상)","숙박 및 음식점업","교육훈련비[천원]","천원","12.7","15.07035","15.31557","15.4427","9.93761","",
"상용근로자(30인이상)","숙박 및 음식점업","기타노동비용[천원]","천원","5.8","3.40394","6.52895","4.9803","6.77974","",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","노동비용총액[천원]","천원","3845.5","2841.94346","2924.77632","2939.86372","2588.29526","2341.8",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","현금급여총계[천원]","천원","2201.9","1931.68965","1806.95356","1779.1472","1555.45808","1349.4",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","정액및초과[천원]","천원","1788.3","1532.85263","1476.52317","1412.97027","1244.16651","1125.6",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","상여금등특별급여[천원]","천원","413.7","398.83702","330.43039","366.17693","311.29157","223.7",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","현금급여외 노동비용(계)[천원]","천원","1643.6","910.25381","1117.82276","1160.71653","1032.83718","992.4",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","퇴직금등비용[천원]","천원","1074.9","342.03671","637.12452","697.16385","562.11978","584.6",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","현물지급비용[천원]","천원","1.1",".81286",".19301",".16537",".24416",".9",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","법정복리비[천원]","천원","256.8","253.93564","221.96092","201.39943","170.63803","144.1",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","법정외복리비[천원]","천원","242.7","229.4277","194.57585","167.33627","240.95094","185.8",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","모집비[천원]","천원","1.1",".88956",".39976",".77717",".54341",".1",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","교육훈련비[천원]","천원","62","79.51186","60.62127","85.45208","54.34548","66.9",
"상용근로자(30인이상)","운수, 창고 및 통신업(60-64)","기타노동비용[천원]","천원","4.9","3.63948","2.94743","8.42235","3.99539","10",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","노동비용총액[천원]","천원","2917.8","2643.09886","1957.46915","1894.46651","1449.6131","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","현금급여총계[천원]","천원","1656.6","1523.28454","1422.22121","1436.92036","1091.00714","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","정액및초과[천원]","천원","1389.8","1286.30507","1234.3901","1229.8683","927.56906","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","상여금등특별급여[천원]","천원","266.8","236.97947","187.83111","207.05206","163.43808","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","현금급여외 노동비용(계)[천원]","천원","1261.1","1119.81432","535.24794","457.54615","358.60596","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","퇴직금등비용[천원]","천원","951.7","717.25632","278.00192","219.48103","144.16453","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","현물지급비용[천원]","천원","3.3",".22588",".53605",".48837",".43568","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","법정복리비[천원]","천원","209.2","187.96607","166.72128","142.92361","121.95751","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","법정외복리비[천원]","천원","88","205.85919","84.73674","88.5183","87.71816","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","모집비[천원]","천원",".4",".3358",".22992",".38378",".66749","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","교육훈련비[천원]","천원","5","3.5189","2.61141","3.38518",".90975","",
"상용근로자(30인이상)","육상운송 및 파이프라인 운송업","기타노동비용[천원]","천원","3.6","4.65217","2.41061","2.36588","2.75284","",
"상용근로자(30인이상)","수상 운수업","노동비용총액[천원]","천원","3364","3107.13492","2766.39952","2819.71138","1888.80895","",
"상용근로자(30인이상)","수상 운수업","현금급여총계[천원]","천원","2497.3","2247.31681","2176.92114","2006.65612","1247.03289","",
"상용근로자(30인이상)","수상 운수업","정액및초과[천원]","천원","1850.3","1768.9502","1588.16635","1424.58165","909.19603","",
"상용근로자(30인이상)","수상 운수업","상여금등특별급여[천원]","천원","647","478.36661","588.75479","582.07447","337.83686","",
"상용근로자(30인이상)","수상 운수업","현금급여외 노동비용(계)[천원]","천원","866.7","859.8181","589.47838","813.05526","641.77606","",
"상용근로자(30인이상)","수상 운수업","퇴직금등비용[천원]","천원","398.4","392.40436","216.27529","437.9909","298.29619","",
"상용근로자(30인이상)","수상 운수업","현물지급비용[천원]","천원","1.8","1.2636",".90672","1.04711",".97293","",
"상용근로자(30인이상)","수상 운수업","법정복리비[천원]","천원","201.9","179.91724","175.28857","147.49958","120.78997","",
"상용근로자(30인이상)","수상 운수업","법정외복리비[천원]","천원","201.8","216.32004","154.82829","172.56993","164.38917","",
"상용근로자(30인이상)","수상 운수업","모집비[천원]","천원","1.7","1.97743","1.2659","1.89509","1.95496","",
"상용근로자(30인이상)","수상 운수업","교육훈련비[천원]","천원","49.3","52.85593","32.32997","39.93205","42.41237","",
"상용근로자(30인이상)","수상 운수업","기타노동비용[천원]","천원","11.8","15.07951","8.58363","12.12061","12.96047","",
"상용근로자(30인이상)","항공 운송업","노동비용총액[천원]","천원","4149.1","3609.76798","4230.725","3269.5979","2383.48384","",
"상용근로자(30인이상)","항공 운송업","현금급여총계[천원]","천원","3210.6","2723.02671","3066.1913","2454.57004","1771.45362","",
"상용근로자(30인이상)","항공 운송업","정액및초과[천원]","천원","2185.7","1906.06","2109.46997","1631.57813","1278.42469","",
"상용근로자(30인이상)","항공 운송업","상여금등특별급여[천원]","천원","1024.9","816.96672","956.72133","822.99191","493.02893","",
"상용근로자(30인이상)","항공 운송업","현금급여외 노동비용(계)[천원]","천원","938.6","886.74127","1164.53371","815.02786","612.03022","",
"상용근로자(30인이상)","항공 운송업","퇴직금등비용[천원]","천원","369","212.63401","262.42881","180.40101","132.28444","",
"상용근로자(30인이상)","항공 운송업","현물지급비용[천원]","천원","0","0","0","0",".64069","",
"상용근로자(30인이상)","항공 운송업","법정복리비[천원]","천원","287.6","274.67301","222.20446","180.72688","163.09182","",
"상용근로자(30인이상)","항공 운송업","법정외복리비[천원]","천원","239.8","234.29086","534.5373","292.85782","269.04688","",
"상용근로자(30인이상)","항공 운송업","모집비[천원]","천원",".7",".72368","1.01457","1.66693",".65408","",
"상용근로자(30인이상)","항공 운송업","교육훈련비[천원]","천원","36.7","159.25502","137.44157","157.78508","45.18426","",
"상용근로자(30인이상)","항공 운송업","기타노동비용[천원]","천원","4.7","5.1647","6.907","1.59014","1.12804","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","노동비용총액[천원]","천원","3331.4","2609.18409","2385.373","2938.76127","3103.66957","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","현금급여총계[천원]","천원","2198.3","1972.0343","1790.88779","1693.04218","1243.43059","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","정액및초과[천원]","천원","1661.9","1533.86146","1418.63271","1338.2946","1008.11194","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","상여금등특별급여[천원]","천원","536.3","438.17285","372.25508","354.74758","235.31865","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","현금급여외 노동비용(계)[천원]","천원","1133.2","637.14979","594.48521","1245.71908","1860.23898","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","퇴직금등비용[천원]","천원","654.8","181.55209","197.36294","859.17131","1503.09766","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","현물지급비용[천원]","천원",".3","0","0","0","0","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","법정복리비[천원]","천원","266","243.26523","208.52311","192.19256","176.76198","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","법정외복리비[천원]","천원","160.6","166.17607","150.16931","156.27608","157.41944","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","모집비[천원]","천원",".5",".54262",".11465",".23255",".01294","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","교육훈련비[천원]","천원","43.9","37.80784","32.21026","32.01996","15.90318","",
"상용근로자(30인이상)","여행알선 및 운수관련 서비스업","기타노동비용[천원]","천원","7.2","7.80594","6.10495","5.82663","7.04378","",
"상용근로자(30인이상)","통신업","노동비용총액[천원]","천원","6102.9","4385.95564","4726.06065","4746.39315","3403.13477","",
"상용근로자(30인이상)","통신업","현금급여총계[천원]","천원","3651.9","3555.92654","2962.89277","2966.01403","1948.53057","",
"상용근로자(30인이상)","통신업","정액및초과[천원]","천원","2664.3","2574.50231","2305.29159","2135.02062","1563.58583","",
"상용근로자(30인이상)","통신업","상여금등특별급여[천원]","천원","987.7","981.42423","657.60118","830.99341","384.94474","",
"상용근로자(30인이상)","통신업","현금급여외 노동비용(계)[천원]","천원","2451","830.0291","1763.16788","1780.37912","1454.6042","",
"상용근로자(30인이상)","통신업","퇴직금등비용[천원]","천원","1631.4","127.55505","1238.24451","1189.03068","750.99996","",
"상용근로자(30인이상)","통신업","현물지급비용[천원]","천원","0","1.8502","0","0","0","",
"상용근로자(30인이상)","통신업","법정복리비[천원]","천원","284.7","307.96615","273.62516","256.6243","211.04799","",
"상용근로자(30인이상)","통신업","법정외복리비[천원]","천원","401.3","266.74434","163.42967","180.78225","377.48687","",
"상용근로자(30인이상)","통신업","모집비[천원]","천원","2","1.45745",".31148",".84494",".49099","",
"상용근로자(30인이상)","통신업","교육훈련비[천원]","천원","126.4","124.20905","87.13731","137.22363","110.1438","",
"상용근로자(30인이상)","통신업","기타노동비용[천원]","천원","5.1",".24687",".41975","15.87332","4.43459","",
"상용근로자(30인이상)","금융 및 보험업(65-67)","노동비용총액[천원]","천원","4189.9","3735.21616","4108.53451","3318.30314","3688.21333","3981.8",
"상용근로자(30인이상)","금융 및 보험업(65-67)","현금급여총계[천원]","천원","3397","3032.70027","2662.76966","2464.45874","2199.48483","1963.3",
"상용근로자(30인이상)","금융 및 보험업(65-67)","정액및초과[천원]","천원","2227.6","1959.61443","1777.39005","1654.30088","1481.07908","1414.2",
"상용근로자(30인이상)","금융 및 보험업(65-67)","상여금등특별급여[천원]","천원","1169.4","1073.08584","885.37961","810.15787","718.40575","549.1",
"상용근로자(30인이상)","금융 및 보험업(65-67)","현금급여외 노동비용(계)[천원]","천원","792.9","702.51589","1445.76484","853.8444","1488.7285","2018.5",
"상용근로자(30인이상)","금융 및 보험업(65-67)","퇴직금등비용[천원]","천원","276.1","195.44638","1002.93669","451.02529","989.06185","1669.7",
"상용근로자(30인이상)","금융 및 보험업(65-67)","현물지급비용[천원]","천원","2.8","3.13186","1.49906","2.85053",".78621","4.7",
"상용근로자(30인이상)","금융 및 보험업(65-67)","법정복리비[천원]","천원","268","241.85307","214.00491","184.23515","180.9991","125.9",
"상용근로자(30인이상)","금융 및 보험업(65-67)","법정외복리비[천원]","천원","170.3","186.58121","164.03961","165.71184","238.48268","157.2",
"상용근로자(30인이상)","금융 및 보험업(65-67)","모집비[천원]","천원","2.2","2.53927","2.14176",".59032","1.82748","1.3",
"상용근로자(30인이상)","금융 및 보험업(65-67)","교육훈련비[천원]","천원","57.7","54.37734","47.86319","36.54061","62.58599","36.2",
"상용근로자(30인이상)","금융 및 보험업(65-67)","기타노동비용[천원]","천원","15.8","18.58676","13.27961","12.89065","14.98519","23.5",
"상용근로자(30인이상)","금융업","노동비용총액[천원]","천원","4160.6","3798.49899","4338.03247","3596.64255","4013.00319","",
"상용근로자(30인이상)","금융업","현금급여총계[천원]","천원","3347.3","2977.84053","2788.84569","2570.44459","2035.53978","",
"상용근로자(30인이상)","금융업","정액및초과[천원]","천원","2191.3","1954.21754","1853.30928","1742.87454","1557.78517","",
"상용근로자(30인이상)","금융업","상여금등특별급여[천원]","천원","1156.1","1023.62299","935.53641","827.57004","477.75461","",
"상용근로자(30인이상)","금융업","현금급여외 노동비용(계)[천원]","천원","813.3","820.65846","1549.18678","1026.19797","1977.46341","",
"상용근로자(30인이상)","금융업","퇴직금등비용[천원]","천원","246.6","246.65874","1110.84951","571.14206","1567.8158","",
"상용근로자(30인이상)","금융업","현물지급비용[천원]","천원","3","4.89905",".27201",".28516","1.46569","",
"상용근로자(30인이상)","금융업","법정복리비[천원]","천원","276.9","240.1611","209.47328","192.21707","177.67823","",
"상용근로자(30인이상)","금융업","법정외복리비[천원]","천원","191.9","230.5355","161.85063","199.1476","182.704","",
"상용근로자(30인이상)","금융업","모집비[천원]","천원",".8","1.87184","1.1582",".66946",".97166","",
"상용근로자(30인이상)","금융업","교육훈련비[천원]","천원","73.4","68.54561","47.52941","41.31387","29.25279","",
"상용근로자(30인이상)","금융업","기타노동비용[천원]","천원","20.8","27.98663","18.05376","21.42274","17.57523","",
"상용근로자(30인이상)","보험 및 연금업","노동비용총액[천원]","천원","4044.5","3410.50675","3341.18941","2928.79728","2676.93554","",
"상용근로자(30인이상)","보험 및 연금업","현금급여총계[천원]","천원","3308.3","2669.91692","2225.59705","2058.96462","1670.21145","",
"상용근로자(30인이상)","보험 및 연금업","정액및초과[천원]","천원","2070.5","1735.50423","1532.31223","1442.13453","1352.15638","",
"상용근로자(30인이상)","보험 및 연금업","상여금등특별급여[천원]","천원","1237.8","934.41269","693.28482","616.83009","318.05507","",
"상용근로자(30인이상)","보험 및 연금업","현금급여외 노동비용(계)[천원]","천원","736.2","740.58982","1115.59236","869.83266","1006.72409","",
"상용근로자(30인이상)","보험 및 연금업","퇴직금등비용[천원]","천원","208.2","151.77099","575.61896","457.25391","431.48652","",
"상용근로자(30인이상)","보험 및 연금업","현물지급비용[천원]","천원","2.1","0","1.28124","5.41571","0","",
"상용근로자(30인이상)","보험 및 연금업","법정복리비[천원]","천원","259.4","252.56801","208.82321","180.19544","189.44136","",
"상용근로자(30인이상)","보험 및 연금업","법정외복리비[천원]","천원","196","247.56524","237.65532","191.52244","241.36018","",
"상용근로자(30인이상)","보험 및 연금업","모집비[천원]","천원","7.5","5.90448","5.11007",".62053","2.30406","",
"상용근로자(30인이상)","보험 및 연금업","교육훈련비[천원]","천원","47.4","63.80716","68.73004","24.51052","129.16753","",
"상용근로자(30인이상)","보험 및 연금업","기타노동비용[천원]","천원","15.7","18.97394","18.37352","10.3141","12.96444","",
"상용근로자(30인이상)","금융 및 보험관련 서비스업","노동비용총액[천원]","천원","4614.6","4451.51374","4904.48767","4135.46305","4427.98289","",
"상용근로자(30인이상)","금융 및 보험관련 서비스업","현금급여총계[천원]","천원","3821","3935.28288","3343.24876","3547.2927","3442.37918","",
"상용근로자(30인이상)","금융 및 보험관련 서비스업","정액및초과[천원]","천원","2700.8","2401.01911","2106.00797","1998.57282","1484.92915","",
"상용근로자(30인이상)","금융 및 보험관련 서비스업","상여금등특별급여[천원]","천원","1120.2","1534.26377","1237.24079","1548.71987","1957.45003","",
"상용근로자(30인이상)","금융 및 보험관련 서비스업","현금급여외 노동비용(계)[천원]","천원","793.7","516.23086","1561.23891","588.17035","985.60371","",
