"기업규모별","산업분류","항목","단위","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년",
"1규모(상용근로자 10~29인)","K.금융 및 보험업(64~66)","채용관련비용(모집비)[천원]","천원","6.5","2.8","4.3","25","12.9","15.3",
"1규모(상용근로자 10~29인)","K.금융 및 보험업(64~66)","교육훈련비용[천원]","천원","26.3","18.6","13.3","26.2","13.1","16.7",
"1규모(상용근로자 10~29인)","L.부동산업(68)","노동비용총액[천원]","천원","6006.3","5764.8","4999.6","4821.7","4511.5","4178.4",
"1규모(상용근로자 10~29인)","L.부동산업(68)","직접노동비용(계)[천원]","천원","5089.8","4818","4254","3847.5","3770.1","3598.4",
"1규모(상용근로자 10~29인)","L.부동산업(68)","정액 및 초과급여[천원]","천원","4862.2","4553","4018.9","3591.3","3543.8","3207.5",
"1규모(상용근로자 10~29인)","L.부동산업(68)","상여금 및 성과금[천원]","천원","227.6","264.9","235.1","256.1","226.3","390.9",
"1규모(상용근로자 10~29인)","L.부동산업(68)","간접노동비용(계)[천원]","천원","916.6","946.8","745.6","974.2","741.4","580",
"1규모(상용근로자 10~29인)","L.부동산업(68)","퇴직급여 등의 비용[천원]","천원","476.4","518.2","378.2","552.4","388.1","255.3",
"1규모(상용근로자 10~29인)","L.부동산업(68)","법정노동비용[천원]","천원","358.6","348.9","300.6","261.5","253.6","241.4",
"1규모(상용근로자 10~29인)","L.부동산업(68)","법정외 복지비용[천원]","천원","79.8","78.4","63.7","154.4","94.3","75.2",
"1규모(상용근로자 10~29인)","L.부동산업(68)","채용관련비용(모집비)[천원]","천원",".2",".2","0","1.2","1","1.4",
"1규모(상용근로자 10~29인)","L.부동산업(68)","교육훈련비용[천원]","천원","1.5","1.1","3.1","4.7","4.5","6.6",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","노동비용총액[천원]","천원","4686.2","4690.1","4524.7","4796.8","4345.8","3968.5",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","직접노동비용(계)[천원]","천원","4015.1","4030.9","3907.7","3878.4","3651.3","3377.5",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","정액 및 초과급여[천원]","천원","3731.9","3734.6","3603.7","3593.1","3364.4","3145.5",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","상여금 및 성과금[천원]","천원","283.3","296.3","304","285.3","287","232",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","간접노동비용(계)[천원]","천원","671.1","659.3","617","918.4","694.5","591",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","퇴직급여 등의 비용[천원]","천원","263.5","255.7","224.4","480.9","296.4","225.5",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","법정노동비용[천원]","천원","311.5","309.6","317.2","334.2","309","276.8",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","법정외 복지비용[천원]","천원","88.9","87","68.4","92.5","81.3","81.8",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","채용관련비용(모집비)[천원]","천원","1.2","1.3","1.4","2.7","3.7","2.6",
"1규모(상용근로자 10~29인)","M.전문, 과학 및 기술 서비스업(70~73)","교육훈련비용[천원]","천원","6","5.6","5.6","8.1","4","4.3",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","노동비용총액[천원]","천원","3371.9","3177.9","2964.8","3594.8","3468.3","2931.8",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","직접노동비용(계)[천원]","천원","2861.6","2691.7","2519.8","3005.7","2883.5","2421.7",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","정액 및 초과급여[천원]","천원","2768.2","2609.6","2455.3","2929.6","2782.5","2318.9",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상여금 및 성과금[천원]","천원","93.5","82.1","64.5","76.1","101","102.8",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","간접노동비용(계)[천원]","천원","510.3","486.3","444.9","589.1","584.8","510.2",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","퇴직급여 등의 비용[천원]","천원","200.9","196.7","179","231.9","250.2","193.4",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","법정노동비용[천원]","천원","240.6","227.3","209.6","260.2","234.6","224.4",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","법정외 복지비용[천원]","천원","67.3","59.6","54","88.5","96.3","88.7",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","채용관련비용(모집비)[천원]","천원",".6",".7",".9",".6","1.8","1.8",
"1규모(상용근로자 10~29인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","교육훈련비용[천원]","천원","1","1.9","1.5","7.9","2","1.8",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","노동비용총액[천원]","천원","4551.2","4481.2","4076.8","4220.6","3951","4197.2",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","직접노동비용(계)[천원]","천원","3785.8","3728.1","3408.6","3341.1","3193.7","3431.4",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","정액 및 초과급여[천원]","천원","3666.8","3571.6","3246.5","3220.5","3103","3145.6",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","상여금 및 성과금[천원]","천원","119","156.4","162.2","120.6","90.7","285.9",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","간접노동비용(계)[천원]","천원","765.4","753.2","668.2","879.5","757.3","765.7",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","퇴직급여 등의 비용[천원]","천원","285.5","255.5","258.6","363.4","335.4","334",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","법정노동비용[천원]","천원","309.3","310.6","281.4","290.9","260.2","257.2",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","법정외 복지비용[천원]","천원","165.3","182.8","125.3","220.1","155.6","172.5",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","채용관련비용(모집비)[천원]","천원","2.2","1.4","1","1.4","3",".8",
"1규모(상용근로자 10~29인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","교육훈련비용[천원]","천원","3.1","2.9","1.9","3.7","3.2","1.2",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","노동비용총액[천원]","천원","4409.1","4392.7","4098.5","3994.9","3722.9","3686.7",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","직접노동비용(계)[천원]","천원","3741.5","3631.9","3481.8","3327.8","3135.3","3091.9",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","정액 및 초과급여[천원]","천원","3668.1","3558.3","3404.3","3257.5","3106","3005.6",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상여금 및 성과금[천원]","천원","73.4","73.6","77.5","70.3","29.3","86.3",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","간접노동비용(계)[천원]","천원","667.6","760.8","616.7","667","587.7","594.8",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","퇴직급여 등의 비용[천원]","천원","230.7","325.6","216.4","257.3","199.5","196.4",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","법정노동비용[천원]","천원","327.4","324.5","312.4","294.1","276.8","271.7",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","법정외 복지비용[천원]","천원","106.1","108.9","86.3","113.4","110.6","122.1",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","채용관련비용(모집비)[천원]","천원",".5",".4",".2",".5",".2","1.8",
"1규모(상용근로자 10~29인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","교육훈련비용[천원]","천원","2.9","1.5","1.4","1.7",".6","2.8",
"2규모(상용근로자 30~99인)","전체","노동비용총액[천원]","천원","5270.3","5053.9","4796.5","4864.5","4600.7","4389.7",
"2규모(상용근로자 30~99인)","전체","직접노동비용(계)[천원]","천원","4327.7","4146.6","3945.8","3952.1","3754.3","3594.8",
"2규모(상용근로자 30~99인)","전체","정액 및 초과급여[천원]","천원","3987.9","3841.3","3648.2","3627","3468.9","3267.4",
"2규모(상용근로자 30~99인)","전체","상여금 및 성과금[천원]","천원","339.8","305.3","297.6","325.1","285.4","327.4",
"2규모(상용근로자 30~99인)","전체","간접노동비용(계)[천원]","천원","942.6","907.3","850.7","912.4","846.4","794.9",
"2규모(상용근로자 30~99인)","전체","퇴직급여 등의 비용[천원]","천원","393.8","383.1","355.2","402.6","366.4","333.8",
"2규모(상용근로자 30~99인)","전체","법정노동비용[천원]","천원","377.8","362.8","349.5","341.6","320.8","309.4",
"2규모(상용근로자 30~99인)","전체","법정외 복지비용[천원]","천원","160.3","151.4","137.6","158.4","150.4","142.3",
"2규모(상용근로자 30~99인)","전체","채용관련비용(모집비)[천원]","천원","3.8","3.7","3.7","4.7","4","3",
"2규모(상용근로자 30~99인)","전체","교육훈련비용[천원]","천원","6.9","6.4","4.8","5.1","4.8","6.4",
"2규모(상용근로자 30~99인)","B.광업(05~08)","노동비용총액[천원]","천원","6165.5","5379.5","5533.6","6067.3","5551.3","5307.5",
"2규모(상용근로자 30~99인)","B.광업(05~08)","직접노동비용(계)[천원]","천원","5021.6","4416.8","4461.2","4867.8","4554.4","4219.9",
"2규모(상용근로자 30~99인)","B.광업(05~08)","정액 및 초과급여[천원]","천원","4701.6","4167.7","4150.3","4651.5","4297.8","3961.8",
"2규모(상용근로자 30~99인)","B.광업(05~08)","상여금 및 성과금[천원]","천원","320","249.1","310.9","216.3","256.6","258.1",
"2규모(상용근로자 30~99인)","B.광업(05~08)","간접노동비용(계)[천원]","천원","1143.9","962.7","1072.3","1199.5","997","1087.6",
"2규모(상용근로자 30~99인)","B.광업(05~08)","퇴직급여 등의 비용[천원]","천원","379.7","267.1","460.4","472.2","367","512.4",
"2규모(상용근로자 30~99인)","B.광업(05~08)","법정노동비용[천원]","천원","475.2","467.4","411.8","452.3","421.1","395.9",
"2규모(상용근로자 30~99인)","B.광업(05~08)","법정외 복지비용[천원]","천원","285","225.2","197.4","272","207.2","176.9",
"2규모(상용근로자 30~99인)","B.광업(05~08)","채용관련비용(모집비)[천원]","천원","1",".9","1",".4",".3",".1",
"2규모(상용근로자 30~99인)","B.광업(05~08)","교육훈련비용[천원]","천원","3","2.1","1.7","2.6","1.4","2.3",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","노동비용총액[천원]","천원","5272.6","5066.5","4737","4842.2","4632.4","4389.6",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","직접노동비용(계)[천원]","천원","4285.5","4114","3866","3863.4","3704.4","3549.2",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","정액 및 초과급여[천원]","천원","3940.3","3795.7","3574","3590.5","3451.9","3236.8",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","상여금 및 성과금[천원]","천원","345.1","318.3","292","272.9","252.4","312.4",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","간접노동비용(계)[천원]","천원","987.1","952.5","871","978.8","928.1","840.4",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","퇴직급여 등의 비용[천원]","천원","400.1","397.3","356","429.9","403","348.6",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","법정노동비용[천원]","천원","380","363.6","346.9","344.7","325.5","310",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","법정외 복지비용[천원]","천원","201.2","184.9","163.7","199.6","194.1","176.3",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","채용관련비용(모집비)[천원]","천원","1.6","1.5","1.2","2.1","1.3","1.6",
"2규모(상용근로자 30~99인)","C.제조업(10~34)","교육훈련비용[천원]","천원","4.3","5.2","3.2","2.5","4.1","4",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","노동비용총액[천원]","천원","8822.6","8001.2","8470.1","7117.6","7099.7","6804.6",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","직접노동비용(계)[천원]","천원","7028.8","6261.3","6260.3","5510.4","5594.8","5457.6",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","정액 및 초과급여[천원]","천원","5034","4793.2","4706.2","4349.9","4539.4","4607.4",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","상여금 및 성과금[천원]","천원","1994.8","1468.1","1554.1","1160.5","1055.5","850.3",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","간접노동비용(계)[천원]","천원","1793.8","1739.9","2209.8","1607.2","1504.9","1346.9",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","퇴직급여 등의 비용[천원]","천원","562","670.3","1148.9","737.2","631.3","524.4",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","법정노동비용[천원]","천원","597.7","531.4","526.7","470.1","460.9","448.8",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","법정외 복지비용[천원]","천원","565","475.8","466.6","370.2","386","336.3",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","채용관련비용(모집비)[천원]","천원","8.7","16","18","9.4","8.7","12.7",
"2규모(상용근로자 30~99인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","교육훈련비용[천원]","천원","60.3","46.4","49.6","20.2","18","24.7",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","노동비용총액[천원]","천원","6102.3","5769.3","5614.1","5128.4","4594.7","4312.9",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","직접노동비용(계)[천원]","천원","4921.2","4707.5","4674.3","4246.5","3818.2","3604.4",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","정액 및 초과급여[천원]","천원","4453.8","4252.4","4210.4","3904.9","3579.3","3298.6",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상여금 및 성과금[천원]","천원","467.5","455.2","463.9","341.6","239","305.8",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","간접노동비용(계)[천원]","천원","1181","1061.7","939.8","881.9","776.5","708.5",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","퇴직급여 등의 비용[천원]","천원","555","464.3","441.4","413.5","318.5","360.7",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","법정노동비용[천원]","천원","413.4","402.6","359","360.4","310.6","255.7",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","법정외 복지비용[천원]","천원","208.1","190.6","134.7","106.5","145.3","88.1",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","채용관련비용(모집비)[천원]","천원",".5",".5",".7",".5",".8","2",
"2규모(상용근로자 30~99인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","교육훈련비용[천원]","천원","4","3.7","4","1","1.3","2",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","노동비용총액[천원]","천원","5883.5","5479","5022.5","5861.8","5988.9","5650.8",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","직접노동비용(계)[천원]","천원","4848.2","4581.1","4055.9","4702.7","4822.2","4610.9",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","정액 및 초과급여[천원]","천원","4644.5","4334.3","3867.5","4280.4","4407.2","4205.8",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","상여금 및 성과금[천원]","천원","203.7","246.9","188.5","422.2","415.1","405.1",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","간접노동비용(계)[천원]","천원","1035.3","897.8","966.6","1159.1","1166.7","1039.8",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","퇴직급여 등의 비용[천원]","천원","397.5","289.6","381","406.2","448.4","344.8",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","법정노동비용[천원]","천원","473.6","437.3","435.5","524.9","505.3","525.8",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","법정외 복지비용[천원]","천원","152.2","161.6","140.3","217.9","209.7","162",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","채용관련비용(모집비)[천원]","천원","2.5","1.2","1.7","1.6",".2","1.1",
"2규모(상용근로자 30~99인)","F.건설업(41~42)","교육훈련비용[천원]","천원","9.6","8.1","8.1","8.6","3.1","6.3",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","노동비용총액[천원]","천원","6235","5943.9","5554.6","5720.4","5286.4","4975.5",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","직접노동비용(계)[천원]","천원","5086.4","4821","4575","4791.1","4475.1","4160.1",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","정액 및 초과급여[천원]","천원","4547.8","4420.2","4153.5","4331.8","4041.6","3720.2",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","상여금 및 성과금[천원]","천원","538.6","400.8","421.5","459.3","433.5","439.9",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","간접노동비용(계)[천원]","천원","1148.5","1122.9","979.7","929.4","811.3","815.4",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","퇴직급여 등의 비용[천원]","천원","518.4","537.3","431.9","436","357.5","315.4",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","법정노동비용[천원]","천원","444.8","428.2","405.3","352.6","321.7","330.5",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","법정외 복지비용[천원]","천원","158.7","138.7","124.4","123.2","114","148.2",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","채용관련비용(모집비)[천원]","천원","10.2","10.5","11.6","11","12.1","7.5",
"2규모(상용근로자 30~99인)","G.도매 및 소매업(45~47)","교육훈련비용[천원]","천원","16.5","8.2","6.5","6.6","6","13.8",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","노동비용총액[천원]","천원","4227","3962","3640.5","3376.5","3170","3179.5",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","직접노동비용(계)[천원]","천원","3507.4","3246.3","2998.7","2775.3","2582.7","2569.8",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","정액 및 초과급여[천원]","천원","3283.3","3012.9","2782.1","2539","2424.5","2341.8",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","상여금 및 성과금[천원]","천원","224.1","233.4","216.5","236.3","158.2","228.1",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","간접노동비용(계)[천원]","천원","719.6","715.7","641.8","601.2","587.4","609.7",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","퇴직급여 등의 비용[천원]","천원","305","327.3","280.4","288.8","287.1","316.9",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","법정노동비용[천원]","천원","281.1","268.6","251.3","225.8","217.4","207.6",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","법정외 복지비용[천원]","천원","129","115.3","106.7","75.8","72.3","81",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","채용관련비용(모집비)[천원]","천원",".8","1","1.4","7.4","7.8","2.2",
"2규모(상용근로자 30~99인)","H.운수 및 창고업(49~52)","교육훈련비용[천원]","천원","3.7","3.6","2","3.4","2.7","2",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","노동비용총액[천원]","천원","3555.3","3352.8","3234.4","3361.7","3076.1","3328.7",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","직접노동비용(계)[천원]","천원","2959","2829.2","2678.6","2812.2","2566.1","2698.1",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","정액 및 초과급여[천원]","천원","2882.7","2757.9","2639.5","2770.8","2516.4","2597.2",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","상여금 및 성과금[천원]","천원","76.3","71.3","39.1","41.4","49.7","100.9",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","간접노동비용(계)[천원]","천원","596.3","523.6","555.8","549.5","510","630.7",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","퇴직급여 등의 비용[천원]","천원","245.8","216.2","257.5","227.9","226.1","321.3",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","법정노동비용[천원]","천원","272","251.7","240.3","238.1","230.7","229.8",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","법정외 복지비용[천원]","천원","74.1","52.7","51.8","77.5","48.2","71.9",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","채용관련비용(모집비)[천원]","천원","3.1","2","4.8","2.9","2.4","5.8",
"2규모(상용근로자 30~99인)","I.숙박 및 음식점업(55~56)","교육훈련비용[천원]","천원","1.3","1.1","1.5","3.1","2.5","1.8",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","노동비용총액[천원]","천원","5394.2","5164.7","5160.2","5192.6","4394.6","4554.6",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","직접노동비용(계)[천원]","천원","4450.5","4330.1","4279.1","4243.2","3687.9","3810.6",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","정액 및 초과급여[천원]","천원","4255.8","4126.7","4009.1","3942.2","3469.3","3472.1",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","상여금 및 성과금[천원]","천원","194.7","203.4","270","301","218.6","338.5",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","간접노동비용(계)[천원]","천원","943.7","834.6","881.1","949.4","706.6","743.9",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","퇴직급여 등의 비용[천원]","천원","418.4","326.4","381.4","395.1","278.7","308.5",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","법정노동비용[천원]","천원","400.4","391.5","376.6","380.1","324.8","319.9",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","법정외 복지비용[천원]","천원","111.2","106.3","105.8","152.8","87.9","97.2",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","채용관련비용(모집비)[천원]","천원","5.6","4.4","7.7","12.6","7.8","5.8",
"2규모(상용근로자 30~99인)","J.정보통신업(58~63)","교육훈련비용[천원]","천원","8.1","6.1","9.6","8.7","7.5","12.5",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","노동비용총액[천원]","천원","10842","9212.4","8442.6","10908.6","9461.1","8197.2",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","직접노동비용(계)[천원]","천원","9193.7","7646","7069.5","8593.8","7584","6848.9",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","정액 및 초과급여[천원]","천원","6539","6089.1","5605.6","6315","5911.3","5552.1",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","상여금 및 성과금[천원]","천원","2654.6","1556.9","1463.9","2278.8","1672.8","1296.7",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","간접노동비용(계)[천원]","천원","1648.4","1566.4","1373.1","2314.8","1877.1","1348.3",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","퇴직급여 등의 비용[천원]","천원","787.3","763","665","1502.1","1140.6","625.1",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","법정노동비용[천원]","천원","622","557.8","511.9","562.2","519.8","498.8",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","법정외 복지비용[천원]","천원","195.8","196.9","173","199.9","183.2","171.8",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","채용관련비용(모집비)[천원]","천원","16.8","18.8","8.2","20","12.4","26.3",
"2규모(상용근로자 30~99인)","K.금융 및 보험업(64~66)","교육훈련비용[천원]","천원","26.5","29.9","15","30.6","21.1","26.3",
"2규모(상용근로자 30~99인)","L.부동산업(68)","노동비용총액[천원]","천원","5207.7","5301.5","5192","3610.3","4065.4","3877.1",
"2규모(상용근로자 30~99인)","L.부동산업(68)","직접노동비용(계)[천원]","천원","4391.6","4312","4224.2","3078.6","3439.5","3278.5",
"2규모(상용근로자 30~99인)","L.부동산업(68)","정액 및 초과급여[천원]","천원","4078.4","4031.5","4075.1","2894.1","3055.5","2752.8",
"2규모(상용근로자 30~99인)","L.부동산업(68)","상여금 및 성과금[천원]","천원","313.2","280.5","149.2","184.5","384","525.7",
"2규모(상용근로자 30~99인)","L.부동산업(68)","간접노동비용(계)[천원]","천원","816.1","989.4","967.8","531.6","625.9","598.5",
"2규모(상용근로자 30~99인)","L.부동산업(68)","퇴직급여 등의 비용[천원]","천원","387.8","500","468.6","192.3","253.6","279.4",
"2규모(상용근로자 30~99인)","L.부동산업(68)","법정노동비용[천원]","천원","338","330.9","351.4","248.1","253.2","225.3",
"2규모(상용근로자 30~99인)","L.부동산업(68)","법정외 복지비용[천원]","천원","80.8","125.1","132.3","85.5","115.5","68.6",
"2규모(상용근로자 30~99인)","L.부동산업(68)","채용관련비용(모집비)[천원]","천원",".7","2","3.3",".6",".1",".4",
"2규모(상용근로자 30~99인)","L.부동산업(68)","교육훈련비용[천원]","천원","8.7","31.4","12.2","5.1","3.4","24.7",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","노동비용총액[천원]","천원","5198.6","5114.1","5116.3","5071","4768.6","4647.6",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","직접노동비용(계)[천원]","천원","4347.2","4267.6","4301.4","4245.8","3992.6","3923.3",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","정액 및 초과급여[천원]","천원","4146.8","3990.2","4005.9","3849.6","3677.2","3579.7",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","상여금 및 성과금[천원]","천원","200.4","277.4","295.5","396.2","315.4","343.6",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","간접노동비용(계)[천원]","천원","851.5","846.5","814.9","825.2","776","724.3",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","퇴직급여 등의 비용[천원]","천원","336.4","328.3","306.8","350.5","321.3","328",
"2규모(상용근로자 30~99인)","M.전문, 과학 및 기술 서비스업(70~73)","법정노동비용[천원]","천원","378.4","360.8","360.3","344.8","340.9","307.5",
