"기업규모별","산업분류별","항목","단위","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년",
"상용근로자 30인 이상","하수,폐수및분뇨처리업","교육훈련비용[천원]","천원","15.1","11.8","16","11.9","13","12.5","13.6","10.6","6.5","13.9","21.3",
"상용근로자 30인 이상","하수,폐수및분뇨처리업","기타노동비용[천원]","천원","","","","-","-","-","0","0","0","8.3","7.6",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","노동비용총액[천원]","천원","4616.6","4290","4113.7","3975.6","3757.3","3625.9","3411.5","3276.1","3150.4","3053.3","2881.8",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","직접노동비용(계)[천원]","천원","3652.3","3531.7","3408.8","3192.8","3085.7","2952.4","2747","2618.9","2554.1","2462.5","2334.9",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","정액 및 초과급여[천원]","천원","3309","3232.6","2975","2826.2","2689.1","2570.5","2441.8","2319.2","2152.8","2092.7","2032.8",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","상여금 및 성과금[천원]","천원","343.3","299.1","433.9","366.6","396.6","382","305.2","299.7","401.3","369.8","302.1",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","간접노동비용(계)[천원]","천원","964.2","758.3","704.9","782.8","671.5","673.4","664.5","657.2","596.3","590.8","546.8",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","퇴직급여 등의 비용[천원]","천원","457.7","288.5","268.1","341.6","229.3","225.3","261.6","241.4","226","223.3","154.3",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","현물지급비용[천원]","천원","","","","-","-","-","4","1.2","1.1",".7",".3",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","법정노동비용[천원]","천원","318.3","294.6","287.8","292.8","292.7","291","265.9","249.3","245.1","241.8","235",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","법정외 복지비용[천원]","천원","186.1","173.3","147.8","145.3","146.7","154.6","126.8","149.4","116.9","117.3","150.4",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","채용관련비용(모집비)[천원]","천원",".5","1.1",".4",".4",".5",".7",".3",".3",".2",".1",".1",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","교육훈련비용[천원]","천원","1.6",".9",".8","2.7","2.3","1.8","3.2","6.9","3.2","3.7","4.2",
"상용근로자 30인 이상","폐기물수집운반,처리및원료재생업","기타노동비용[천원]","천원","","","","-","-","-","2.6","8.6","3.9","3.8","2.5",
"상용근로자 30인 이상","환경정화및복원업","노동비용총액[천원]","천원","4569.8","4399.7","4518.6","-","-","-","4121.6","3801.6","-","3024.8","2878.5",
"상용근로자 30인 이상","환경정화및복원업","직접노동비용(계)[천원]","천원","3921.8","3707.1","3715.9","-","-","-","3320.8","3268.5","-","2459.8","2399",
"상용근로자 30인 이상","환경정화및복원업","정액 및 초과급여[천원]","천원","3578.5","3446","3423.1","-","-","-","3185.2","3102.6","-","1952.3","2077.3",
"상용근로자 30인 이상","환경정화및복원업","상여금 및 성과금[천원]","천원","343.3","261.1","292.8","-","-","-","135.6","165.9","-","507.5","321.7",
"상용근로자 30인 이상","환경정화및복원업","간접노동비용(계)[천원]","천원","647.9","692.6","802.7","-","-","-","800.8","533.1","-","565","479.5",
"상용근로자 30인 이상","환경정화및복원업","퇴직급여 등의 비용[천원]","천원","191.3","218.6","248.8","-","-","-","193","131.9","-","186.4","183.6",
"상용근로자 30인 이상","환경정화및복원업","현물지급비용[천원]","천원","","","","-","-","-","0","0","-","4.2","2.7",
"상용근로자 30인 이상","환경정화및복원업","법정노동비용[천원]","천원","304","284.2","353.4","-","-","-","281.8","280.3","-","237.2","224.2",
"상용근로자 30인 이상","환경정화및복원업","법정외 복지비용[천원]","천원","148.1","183","187.7","-","-","-","303.2","100.1","-","132.3","56.5",
"상용근로자 30인 이상","환경정화및복원업","채용관련비용(모집비)[천원]","천원","0","0","0","-","-","-","1.5","6.9","-",".1",".1",
"상용근로자 30인 이상","환경정화및복원업","교육훈련비용[천원]","천원","4.6","6.9","12.8","-","-","-","19.6","7.6","-","4.9","11.1",
"상용근로자 30인 이상","환경정화및복원업","기타노동비용[천원]","천원","","","","-","-","-","1.7","6.2","-","0","1.3",
"상용근로자 30인 이상","F. 건설업(41~42)","노동비용총액[천원]","천원","6413.6","6045.2","5814.8","5648.9","5588.9","5539.8","5417.2","5229.9","4757.1","4486.7","4743.3",
"상용근로자 30인 이상","F. 건설업(41~42)","직접노동비용(계)[천원]","천원","4895.1","4704.1","4585.9","4461.9","4367.1","4324.7","4223","3890.4","3620.6","3418.4","3655.2",
"상용근로자 30인 이상","F. 건설업(41~42)","정액 및 초과급여[천원]","천원","4350.6","4148.7","3914.5","3919.9","3761.6","3693.6","3621","3325.8","3053.2","2864.5","2943.1",
"상용근로자 30인 이상","F. 건설업(41~42)","상여금 및 성과금[천원]","천원","544.5","555.4","671.4","542","605.5","631.1","602","564.6","567.4","553.9","712.1",
"상용근로자 30인 이상","F. 건설업(41~42)","간접노동비용(계)[천원]","천원","1518.4","1341.1","1228.9","1186.9","1221.8","1215.1","1194.2","1339.5","1136.5","1068.3","1088.2",
"상용근로자 30인 이상","F. 건설업(41~42)","퇴직급여 등의 비용[천원]","천원","624.9","561.1","501.1","479.5","493","471","473","563.7","417.2","388.7","395.9",
"상용근로자 30인 이상","F. 건설업(41~42)","현물지급비용[천원]","천원","","","","-","-","-","5.8","4.2","3.7","3.7","5.1",
"상용근로자 30인 이상","F. 건설업(41~42)","법정노동비용[천원]","천원","659.1","562.5","513","482.8","497.5","500.9","464.5","485.7","469.4","440.5","453.3",
"상용근로자 30인 이상","F. 건설업(41~42)","법정외 복지비용[천원]","천원","202.7","187.8","189.3","200.9","206.3","211.6","216.7","248.8","207.7","203.7","192.6",
"상용근로자 30인 이상","F. 건설업(41~42)","채용관련비용(모집비)[천원]","천원","3.2","2.2","3.5","3.3","4.2","4.7","3.9","3.9","3.5","2.4","3.2",
"상용근로자 30인 이상","F. 건설업(41~42)","교육훈련비용[천원]","천원","28.4","27.4","22","20.4","20.9","26.9","28","30.5","30.3","25.8","34.3",
"상용근로자 30인 이상","F. 건설업(41~42)","기타노동비용[천원]","천원","","","","-","-","-","2.2","2.7","4.8","3.4","3.7",
"상용근로자 30인 이상","종합건설업","노동비용총액[천원]","천원","7260.1","7113","6902.3","6511.4","6416","6343.3","6244.5","5918.7","5553.9","5087.5","5492.4",
"상용근로자 30인 이상","종합건설업","직접노동비용(계)[천원]","천원","5366","5319.6","5283.1","5072.2","4962.6","4875.5","4812.3","4394.9","4179.7","3885.4","4203.5",
"상용근로자 30인 이상","종합건설업","정액 및 초과급여[천원]","천원","4906.9","4809","4494","4400","4181","4053.6","4000","3682.2","3480.4","3227.9","3310.8",
"상용근로자 30인 이상","종합건설업","상여금 및 성과금[천원]","천원","459.1","510.6","789.1","672.2","781.6","821.9","812.4","712.7","699.3","657.5","892.7",
"상용근로자 30인 이상","종합건설업","간접노동비용(계)[천원]","천원","1894.1","1793.5","1619.2","1439.1","1453.4","1467.8","1432.2","1523.8","1374.2","1202.1","1288.9",
"상용근로자 30인 이상","종합건설업","퇴직급여 등의 비용[천원]","천원","743.4","732.1","661","583.1","597","568.1","552.8","582.4","489.8","433.2","460.3",
"상용근로자 30인 이상","종합건설업","현물지급비용[천원]","천원","","","","-","-","-","7.6","5.3","5.3","3.9","6.2",
"상용근로자 30인 이상","종합건설업","법정노동비용[천원]","천원","881.2","775.9","673","587.4","590.9","621.4","598.9","629","603.6","539.6","559.5",
"상용근로자 30인 이상","종합건설업","법정외 복지비용[천원]","천원","230.8","245.2","246.4","234.7","229.2","230.8","227","257.2","226.2","184.5","205",
"상용근로자 30인 이상","종합건설업","채용관련비용(모집비)[천원]","천원","3.3","3.1","4.7","5","6.2","7.3","6.6","6.1","4.8","3.3","4.9",
"상용근로자 30인 이상","종합건설업","교육훈련비용[천원]","천원","35.4","37.2","34.1","28.9","29.9","40.2","36.3","40.4","37.3","33.2","48.3",
"상용근로자 30인 이상","종합건설업","기타노동비용[천원]","천원","","","","-","-","-","2.9","3.3","7.3","4.4","4.8",
"상용근로자 30인 이상","전문직별공사업","노동비용총액[천원]","천원","5297.7","4888.7","4467","4659.6","4469.5","4487","4457.7","4372.7","3726.5","3479.6","3535.5",
"상용근로자 30인 이상","전문직별공사업","직접노동비용(계)[천원]","천원","4274.5","4037.5","3721.8","3761.9","3561","3602.9","3539.5","3262.5","2897.4","2635.6","2771",
"상용근로자 30인 이상","전문직별공사업","정액 및 초과급여[천원]","천원","3617.3","3433.5","3196.3","3369.3","3194","3221.8","3181.5","2882.3","2500.7","2255.4","2350.2",
"상용근로자 30인 이상","전문직별공사업","상여금 및 성과금[천원]","천원","657.2","604","525.5","392.7","367","381.1","358","380.2","396.7","380.3","420.8",
"상용근로자 30인 이상","전문직별공사업","간접노동비용(계)[천원]","천원","1023.3","851.2","745.1","897.7","908.4","884.1","918.2","1110.2","829","844","764.5",
"상용근로자 30인 이상","전문직별공사업","퇴직급여 등의 비용[천원]","천원","468.8","376","303","360.7","352.1","343.7","380.6","540.3","323.3","314.2","292.3",
"상용근로자 30인 이상","전문직별공사업","현물지급비용[천원]","천원","","","","-","-","-","3.7","2.9","1.6","3.5","3.4",
"상용근로자 30인 이상","전문직별공사업","법정노동비용[천원]","천원","366.3","331.3","314.7","362.7","371.1","343.1","308.6","307.3","295.8","274.5","282.2",
"상용근로자 30인 이상","전문직별공사업","법정외 복지비용[천원]","천원","165.8","125.7","118.5","162.2","175.2","186.5","204.7","238.3","183.7","236.1","172.5",
"상용근로자 30인 이상","전문직별공사업","채용관련비용(모집비)[천원]","천원","3.1","1.3","2","1.3","1.5","1.3",".7","1.1","1.9",".8",".6",
"상용근로자 30인 이상","전문직별공사업","교육훈련비용[천원]","천원","19.3","16.8","7.1","10.7","8.6","9.5","18.4","18.2","21.2","13.4","11.6",
"상용근로자 30인 이상","전문직별공사업","기타노동비용[천원]","천원","","","","-","-","-","1.4","2","1.6","1.6","1.9",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","노동비용총액[천원]","천원","5207.1","4796.8","4558.7","4647.7","4679","4489.5","4577.2","4213.4","4167.1","3890.2","3882.4",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","직접노동비용(계)[천원]","천원","4213","3837.6","3748.6","3727.3","3777.8","3546.1","3578.9","3331.9","3333.4","3049","3083.5",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","정액 및 초과급여[천원]","천원","3516.5","3207.2","3208.4","3177","3254.2","2967.2","2970.9","2751.7","2675.3","2423.1","2465.3",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","상여금 및 성과금[천원]","천원","696.5","630.4","540.1","550.3","523.6","578.9","608","580.2","658.1","625.9","618.2",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","간접노동비용(계)[천원]","천원","994.2","959.2","810.1","920.4","901.2","943.4","998.2","881.4","833.7","841.1","798.9",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","퇴직급여 등의 비용[천원]","천원","409.1","395.8","360.3","406.3","382.4","432.3","481.3","403.5","392.1","390.1","344.7",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","현물지급비용[천원]","천원","","","","-","-","-","5.1","3.5","3.8","3.1","3.7",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","법정노동비용[천원]","천원","351.3","333.2","299.9","301.9","305.9","298","290.5","265.2","249.5","241.6","241.6",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","법정외 복지비용[천원]","천원","201","197.5","127.9","176.1","171.7","167.8","175","163.3","149.8","170.3","168.2",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","채용관련비용(모집비)[천원]","천원","7.8","6.6","7.1","9.2","8.7","8","10.2","7.2","8.7","4","3.8",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","교육훈련비용[천원]","천원","25","26.1","14.9","27","32.5","37.2","31.4","31.2","25.2","29.8","33.8",
"상용근로자 30인 이상","G. 도매및소매업(45~47)","기타노동비용[천원]","천원","","","","-","-","-","4.7","7.5","4.6","2.1","3",
"상용근로자 30인 이상","자동차및부품판매업","노동비용총액[천원]","천원","5847.4","5031.2","5658.8","5196.9","5674.7","5107.6","4825.1","4777.4","4384.6","4609.5","5135.8",
"상용근로자 30인 이상","자동차및부품판매업","직접노동비용(계)[천원]","천원","4923.2","4219.1","4974.9","4383.1","4924.7","4345.1","4037.4","4143.3","3757.3","3686.6","4121.8",
"상용근로자 30인 이상","자동차및부품판매업","정액 및 초과급여[천원]","천원","3379.6","3013.3","3859","3547.6","3676","3294.9","3230.3","3377.5","3483.5","3448.1","3662.8",
"상용근로자 30인 이상","자동차및부품판매업","상여금 및 성과금[천원]","천원","1543.6","1205.8","1115.9","835.6","1248.8","1050.2","807.1","765.8","273.8","238.5","459",
"상용근로자 30인 이상","자동차및부품판매업","간접노동비용(계)[천원]","천원","924.1","812.1","683.9","813.8","750","762.5","787.7","634.1","627.4","922.9","1014",
"상용근로자 30인 이상","자동차및부품판매업","퇴직급여 등의 비용[천원]","천원","367.9","360.6","332.1","392.6","354","314.7","352.6","201.4","209.8","296.8","355.7",
"상용근로자 30인 이상","자동차및부품판매업","현물지급비용[천원]","천원","","","","-","-","-","4.8","2.1","0","1.1","0",
"상용근로자 30인 이상","자동차및부품판매업","법정노동비용[천원]","천원","362.7","319.6","277.5","333","329","333.6","318.7","316.8","298.6","295.4","299.2",
"상용근로자 30인 이상","자동차및부품판매업","법정외 복지비용[천원]","천원","159.5","101.1","58.3","80.4","57.4","103","104","107.4","98.1","308.6","276.8",
"상용근로자 30인 이상","자동차및부품판매업","채용관련비용(모집비)[천원]","천원","5.6","9.8","1.7","2.4","3.9","2.6","1.6",".7","13.8",".3","23.1",
"상용근로자 30인 이상","자동차및부품판매업","교육훈련비용[천원]","천원","28.5","20.9","14.3","5.3","5.8","8.6","5.4","5.7","6.5","20.7","59.2",
"상용근로자 30인 이상","자동차및부품판매업","기타노동비용[천원]","천원","","","","-","-","-",".6","0",".7","0","0",
"상용근로자 30인 이상","도매및상품중개업","노동비용총액[천원]","천원","5788.8","5392.3","4964.9","5391.9","5442.5","5369.2","5260.9","4745","4377.6","4088.1","4067",
"상용근로자 30인 이상","도매및상품중개업","직접노동비용(계)[천원]","천원","4699.7","4327.4","4096.5","4338.4","4421.7","4236.8","4113.7","3725.2","3474.5","3201.2","3252.5",
"상용근로자 30인 이상","도매및상품중개업","정액 및 초과급여[천원]","천원","3932.5","3597.2","3538.2","3755.5","3891.6","3589.4","3467.1","3159.2","2871.2","2604","2663.7",
"상용근로자 30인 이상","도매및상품중개업","상여금 및 성과금[천원]","천원","767.1","730.1","558.3","582.9","530","647.3","646.6","566","603.2","597.3","588.8",
"상용근로자 30인 이상","도매및상품중개업","간접노동비용(계)[천원]","천원","1089.1","1064.9","868.4","1053.5","1020.8","1132.4","1147.2","1019.7","903.2","886.8","814.4",
"상용근로자 30인 이상","도매및상품중개업","퇴직급여 등의 비용[천원]","천원","461.4","436.4","409.5","491.7","445","545.1","567","481.4","430.5","428.4","358.6",
"상용근로자 30인 이상","도매및상품중개업","현물지급비용[천원]","천원","","","","-","-","-","3.9","3.2","2.8","3.4","1.1",
"상용근로자 30인 이상","도매및상품중개업","법정노동비용[천원]","천원","378.5","365.7","317.9","336.6","342.7","346.2","321.6","290.6","265.6","250.5","252.9",
"상용근로자 30인 이상","도매및상품중개업","법정외 복지비용[천원]","천원","213.1","227","121.6","179.4","180.6","181.8","197.6","187.9","161.7","165.9","163.8",
"상용근로자 30인 이상","도매및상품중개업","채용관련비용(모집비)[천원]","천원","8","6.9","8.3","11.9","11.2","10.7","14.1","10","9.7","4.4","3.9",
"상용근로자 30인 이상","도매및상품중개업","교육훈련비용[천원]","천원","28.1","28.9","11.1","33.9","41.4","48.6","38.8","36.4","30.4","31.9","31.7",
"상용근로자 30인 이상","도매및상품중개업","기타노동비용[천원]","천원","","","","-","-","-","4.2","10.2","2.4","2.4","2.5",
"상용근로자 30인 이상","소매업;자동차제외","노동비용총액[천원]","천원","3862.4","3798","3856.8","3570.1","3430.7","3409.2","3539.1","3408.9","3832.8","3531.5","3520",
"상용근로자 30인 이상","소매업;자동차제외","직접노동비용(계)[천원]","천원","3064.5","2998.9","3117.2","2824","2696","2679.1","2742.5","2707.3","3089.6","2768.7","2757.7",
"상용근로자 30인 이상","소매업;자동차제외","정액 및 초과급여[천원]","천원","2633.7","2584.5","2664.6","2344.3","2250.7","2209.7","2210.2","2120.6","2321","2075.6","2084.1",
"상용근로자 30인 이상","소매업;자동차제외","상여금 및 성과금[천원]","천원","430.8","414.4","452.6","479.7","445.3","469.4","532.2","586.6","768.6","693.1","673.5",
"상용근로자 30인 이상","소매업;자동차제외","간접노동비용(계)[천원]","천원","797.9","799.1","739.6","746.1","734.7","730.1","796.6","701.6","743.2","762.8","762.3",
"상용근로자 30인 이상","소매업;자동차제외","퇴직급여 등의 비용[천원]","천원","301.5","332.3","292.6","289.4","290.6","305.7","366","306.9","346.9","333.3","322.1",
"상용근로자 30인 이상","소매업;자동차제외","현물지급비용[천원]","천원","","","","-","-","-","6.8","3.9","5.5","2.8","7.9",
"상용근로자 30인 이상","소매업;자동차제외","법정노동비용[천원]","천원","290.8","281.2","276.3","251.2","248.2","238.7","241.9","224.9","221.6","224.5","220.5",
"상용근로자 30인 이상","소매업;자동차제외","법정외 복지비용[천원]","천원","180.3","157.7","144.4","180","169.2","155.1","148","132.4","135.5","170","169.4",
"상용근로자 30인 이상","소매업;자동차제외","채용관련비용(모집비)[천원]","천원","7.7","5.8","5.9","6.1","5.3","5.1","5.1","3.7","6.7","3.6","2.6",
"상용근로자 30인 이상","소매업;자동차제외","교육훈련비용[천원]","천원","17.7","22.1","20.6","19.5","21.4","25.5","22.9","25.6","18.8","27","35.8",
"상용근로자 30인 이상","소매업;자동차제외","기타노동비용[천원]","천원","","","","-","-","-","5.8","4.2","8.1","1.7","4.1",
"상용근로자 30인 이상","H. 운수업(49~52)","노동비용총액[천원]","천원","4215.5","3958.7","3821.6","3626.3","3569.3","3402.1","3445.3","3251","2997.5","2759.4","2716.7",
"상용근로자 30인 이상","H. 운수업(49~52)","직접노동비용(계)[천원]","천원","3411.6","3179.2","3077.9","2924.2","2863","2727.1","2688.8","2513.4","2385.8","2169","2126",
"상용근로자 30인 이상","H. 운수업(49~52)","정액 및 초과급여[천원]","천원","2844.1","2645.1","2594","2441.9","2395.4","2238.3","2208.8","2056.5","1929.9","1751.9","1689.4",
"상용근로자 30인 이상","H. 운수업(49~52)","상여금 및 성과금[천원]","천원","567.5","534","484","482.3","467.6","488.8","480","456.9","456","417.1","436.6",
"상용근로자 30인 이상","H. 운수업(49~52)","간접노동비용(계)[천원]","천원","803.8","779.5","743.6","702","706.4","675","756.5","737.6","611.7","590.5","590.7",
"상용근로자 30인 이상","H. 운수업(49~52)","퇴직급여 등의 비용[천원]","천원","293.9","322.9","294.3","294.2","292","273.6","354","365.6","264.2","262","258.7",
"상용근로자 30인 이상","H. 운수업(49~52)","현물지급비용[천원]","천원","","","","-","-","-","1.9","2.1","1.1",".8","1.4",
"상용근로자 30인 이상","H. 운수업(49~52)","법정노동비용[천원]","천원","299.9","277.1","271.5","251.9","249.5","236.1","231.2","213.2","193.5","186","182",
"상용근로자 30인 이상","H. 운수업(49~52)","법정외 복지비용[천원]","천원","191.8","158.9","164.5","144.1","153.5","152.3","155.7","144.3","138.6","125.8","128.9",
"상용근로자 30인 이상","H. 운수업(49~52)","채용관련비용(모집비)[천원]","천원","2.1","2","1.7","1.6","1.6","1.9",".9",".7","1",".8","1.1",
"상용근로자 30인 이상","H. 운수업(49~52)","교육훈련비용[천원]","천원","16.2","18.6","11.6","10.1","9.7","11.1","10.1","9.8","11.3","13.1","16.6",
"상용근로자 30인 이상","H. 운수업(49~52)","기타노동비용[천원]","천원","","","","-","-","-","2.8","1.9","1.9","2","2.1",
"상용근로자 30인 이상","육상운송및파이프라인운송업","노동비용총액[천원]","천원","3320.4","3108.8","3082.2","2821.2","2734.7","2575.4","2545.5","2442.8","2232.6","2074.6","1999.3",
"상용근로자 30인 이상","육상운송및파이프라인운송업","직접노동비용(계)[천원]","천원","2733.1","2537.7","2512.7","2263.2","2220.6","2084.4","2041.7","1963.4","1796.4","1625.9","1558.3",
"상용근로자 30인 이상","육상운송및파이프라인운송업","정액 및 초과급여[천원]","천원","2347.7","2191.6","2170.6","1984.3","1951.3","1805.1","1772.8","1698.4","1496.4","1358.6","1302.1",
"상용근로자 30인 이상","육상운송및파이프라인운송업","상여금 및 성과금[천원]","천원","385.4","346.1","342.2","278.9","269.4","279.3","268.9","265","300","267.2","256.3",
"상용근로자 30인 이상","육상운송및파이프라인운송업","간접노동비용(계)[천원]","천원","587.2","571.1","569.4","558","514","491.1","503.8","479.5","436.2","448.8","441",
"상용근로자 30인 이상","육상운송및파이프라인운송업","퇴직급여 등의 비용[천원]","천원","208.9","245.1","227.6","258.8","207.4","203.1","215.1","209.6","194.5","202.4","196.5",
"상용근로자 30인 이상","육상운송및파이프라인운송업","현물지급비용[천원]","천원","","","","-","-","-","1.4","1.8","1.1",".9","1.7",
"상용근로자 30인 이상","육상운송및파이프라인운송업","법정노동비용[천원]","천원","247.1","221.6","228.9","204.5","207.3","192.8","184.8","175.3","156.1","148.9","145.6",
"상용근로자 30인 이상","육상운송및파이프라인운송업","법정외 복지비용[천원]","천원","121.3","96.3","106.3","89.5","93.8","87.5","97.7","88.7","80.1","90.7","91.7",
"상용근로자 30인 이상","육상운송및파이프라인운송업","채용관련비용(모집비)[천원]","천원","2","1.9","1.8","1.1","1.3",".8",".5",".5",".6",".3",".6",
"상용근로자 30인 이상","육상운송및파이프라인운송업","교육훈련비용[천원]","천원","7.9","6.3","4.9","4.1","4.1","6.9","3.5","2.4","3.1","3.8","3.8",
"상용근로자 30인 이상","육상운송및파이프라인운송업","기타노동비용[천원]","천원","","","","-","-","-",".8","1.2",".8","1.8","1.2",
"상용근로자 30인 이상","수상운송업","노동비용총액[천원]","천원","6459.8","6104.9","5852.8","6294.7","7204.4","6714.5","7413.9","6820.9","6146.7","5434.7","5109.8",
"상용근로자 30인 이상","수상운송업","직접노동비용(계)[천원]","천원","5254.8","4932","4771.9","5140.2","5236.2","5361","5495.6","5200.4","4661.4","4099.7","3988.9",
"상용근로자 30인 이상","수상운송업","정액 및 초과급여[천원]","천원","4876.4","4512.1","4413.7","4533","4509.9","4483.1","4390.4","4039.5","3998.3","3513.9","3146.5",
"상용근로자 30인 이상","수상운송업","상여금 및 성과금[천원]","천원","378.4","420","358.2","607.1","726.3","877.9","1105.2","1160.9","663.2","585.8","842.4",
"상용근로자 30인 이상","수상운송업","간접노동비용(계)[천원]","천원","1205","1172.9","1080.9","1154.5","1968.3","1353.5","1918.2","1620.5","1485.3","1335","1120.9",
"상용근로자 30인 이상","수상운송업","퇴직급여 등의 비용[천원]","천원","563.8","601.4","526.1","469.8","1263","544.1","847.6","715.7","645.9","757.1","504.8",
"상용근로자 30인 이상","수상운송업","현물지급비용[천원]","천원","","","","-","-","-",".9","1.9","1.5","0","0",
"상용근로자 30인 이상","수상운송업","법정노동비용[천원]","천원","361.8","332.7","329.2","336.5","342.9","335.1","340.4","331.5","292.3","270.6","256.2",
"상용근로자 30인 이상","수상운송업","법정외 복지비용[천원]","천원","256.1","222.7","208","313","330.2","433.5","637.8","501.2","449.8","274.3","298.6",
"상용근로자 30인 이상","수상운송업","채용관련비용(모집비)[천원]","천원","3","1.4","1.5","1.4","1.1","6.8","4.4","2.2","4.8","1.8","2.1",
"상용근로자 30인 이상","수상운송업","교육훈련비용[천원]","천원","20.3","14.7","16.1","33.8","31.1","33.9","69.5","53.8","75.3","24.6","52.4",
"상용근로자 30인 이상","수상운송업","기타노동비용[천원]","천원","","","","-","-","-","17.7","14.2","15.7","6.7","6.8",
"상용근로자 30인 이상","항공운송업","노동비용총액[천원]","천원","7264.1","7029.9","6774.6","6698.7","6273.2","5998.9","5868.2","6042.8","6798","5837.6","5593.8",
"상용근로자 30인 이상","항공운송업","직접노동비용(계)[천원]","천원","5766.4","5490.8","5456.1","5476.4","5087.4","4964.1","4819.9","4863","5657.5","4813.8","4389.1",
"상용근로자 30인 이상","항공운송업","정액 및 초과급여[천원]","천원","4120.4","3888.6","3928.3","3842.3","3606.3","3434.9","3433.5","3563.4","3918.2","3361.1","3007.3",
"상용근로자 30인 이상","항공운송업","상여금 및 성과금[천원]","천원","1646","1602.1","1527.8","1634.1","1481.1","1529.3","1386.4","1299.6","1739.3","1452.7","1381.9",
"상용근로자 30인 이상","항공운송업","간접노동비용(계)[천원]","천원","1497.7","1539.1","1318.5","1222.2","1185.8","1034.7","1048.3","1179.8","1140.5","1023.8","1204.6",
"상용근로자 30인 이상","항공운송업","퇴직급여 등의 비용[천원]","천원","421.5","465","358.1","306.8","367.6","254.8","312.9","381.9","252.6","200.2","426",
"상용근로자 30인 이상","항공운송업","현물지급비용[천원]","천원","","","","-","-","-","0","0","0","0","0",
"상용근로자 30인 이상","항공운송업","법정노동비용[천원]","천원","502.9","522.9","460.2","491.8","414.6","386.6","375.6","364.5","392.7","380.4","349.5",
"상용근로자 30인 이상","항공운송업","법정외 복지비용[천원]","천원","491.8","430.6","440.4","389","375","364.4","321.4","365.2","425.3","345.8","316.2",
"상용근로자 30인 이상","항공운송업","채용관련비용(모집비)[천원]","천원","2.8","2.5","2","3.1","2.5","2.6","2.3","2.2","4.1","2.7","2.9",
"상용근로자 30인 이상","항공운송업","교육훈련비용[천원]","천원","78.7","118.1","57.8","31.5","26.1","26.3","36","65.9","64.1","92.8","103.2",
"상용근로자 30인 이상","항공운송업","기타노동비용[천원]","천원","","","","-","-","-","0","0","1.6","1.8","6.8",
"상용근로자 30인 이상","창고및운송관련서비스업","노동비용총액[천원]","천원","5197.2","5092","4724.9","4724.2","4432","4491","4630.5","4703.5","4127.8","3669.2","3504.4",
"상용근로자 30인 이상","창고및운송관련서비스업","직접노동비용(계)[천원]","천원","4095.9","4011.2","3690.3","3808.3","3590.2","3452.5","3372.5","3210.6","3135.3","2854.3","2770.2",
"상용근로자 30인 이상","창고및운송관련서비스업","정액 및 초과급여[천원]","천원","3422","3309","3148.5","3097.3","2905.3","2729.4","2672.4","2457.9","2537.4","2270.1","2197.5",
"상용근로자 30인 이상","창고및운송관련서비스업","상여금 및 성과금[천원]","천원","673.9","702.2","541.8","711","684.9","723.1","700.1","752.7","597.9","584.3","572.7",
"상용근로자 30인 이상","창고및운송관련서비스업","간접노동비용(계)[천원]","천원","1101.3","1080.8","1034.6","915.8","841.8","1038.5","1258","1492.9","992.5","814.9","734.2",
"상용근로자 30인 이상","창고및운송관련서비스업","퇴직급여 등의 비용[천원]","천원","462.9","482","455.4","382.7","286.8","483.7","774.1","995.8","521.5","419","363",
"상용근로자 30인 이상","창고및운송관련서비스업","현물지급비용[천원]","천원","","","","-","-","-","5.2","4.5","1.3",".9",".9",
"상용근로자 30인 이상","창고및운송관련서비스업","법정노동비용[천원]","천원","362.5","344.7","326.3","306.3","307.7","309.5","314.8","284.6","265.4","244.4","227.2",
"상용근로자 30인 이상","창고및운송관련서비스업","법정외 복지비용[천원]","천원","263.6","237.8","237.7","205.9","227.9","227.1","151.2","199.8","197","132.7","127.9",
"상용근로자 30인 이상","창고및운송관련서비스업","채용관련비용(모집비)[천원]","천원","1.9","2.2","1.4","2.7","2.3","4.4",".6",".7",".4","2.2","2.1",
